"Question 501: What is a “time clause” or “72 hour clause”? 
(1)It refers to the fact that the offer is only open for a stipulated time. 
(2)It refers to the period in which either the seller or buyer can change their mind. 
(3)It refers to the length of time that a condition subsequent is in force. 
(4)It refers to the length of time the other party has to remove a condition precedent once the clause is invoked.","Answer: 4 Explanation: Option (4) is correct because a “time clause” or “72 hour clause” is a clause contained in a contract for purchase or resale of land which allows a seller to invoke a time period in which a condition precedent must be removed. If invoked, failure to remove the condition precedent within the time period would result in termination of the contract. Option (1) is incorrect because a time clause does not, in and of itself, mean that the offer is only open for a stipulated time period. Rather, the right to invoke a time clause arises only where a seller receives a subsequent offer after entering the original contract of purchase and sale. Option (2) is incorrect because this is a right given to the seller only. Option (3) is incorrect because time clauses relate to conditions precedent, not conditions subsequent."
"Question 502: Which of the following statements regarding trespass is TRUE? 
(1)Trespass is actionable only upon proof of damage. 
(2)Trespass is actionable per se. 
(3)Trespass is not actionable. 
(4)Trespass is actionable only within 30 days of the trespass.","Answer: 2 Explanation: Option (2) is correct because trespass is actionable per se, meaning that no actual damage needs to be proven in order for an occupier to sue in trespass. Option (1) is incorrect for the same reason. Option (3) is incorrect because trespass is actionable. Option (4) is incorrect because there is no 30 day limit for bringing an action in trespass."
"Question 503: The market value of a vacant site can be determined using: 
(1)the cost approach of appraisal. 
(2)the comparative approach of appraisal. 
(3)the accrual approach of appraisal. 
(4)the capitalization approach of appraisal.","Answer: 2 Explanation: Option (2) is correct because a vacant site can only be valued using the comparative approach of appraisal. Options (1), (3), and (4) are therefore incorrect."
"Question 504: A mortgage was written for $176,000 with an interest rate of j2 = 6.5%, an amortization period of 15 years, and monthly payments. Calculate the outstanding balance owing at the end of five years, rounded to the nearest dollar. 
(1)$150,637 
(2)$146,984 
(3)$141,986 
(4)$134,809","Answer: 4 Explanation: Find the outstanding balance of the mortgage. Press Display 6.5  NOM% 6.5 2  P/YR 2  EFF% 6.605625 12  P/YR 12  NOM% 6.413688 176000 PV 176,000 180 N 180 0 FV 0 PMT 1,524.8103 1524.81 +/ PMT 1,524.81 60 INPUT  AMORT PER 60-60 = = = 134,808.579554 The outstanding balance after 60 months is $134,809, rounded to the nearest dollar."
"Question 505: A “real estate service” under the Real Estate Services Act includes: 
(1)finding a party to acquire real estate. 
(2)collecting rents or security deposits for the use of real estate. 
(3)advising on the appropriate price for real estate. 
(4)all of the above.",Answer: 4 Explanation: Option (4) is correct because “real estate services” is defined in the Real Estate Services Act to include: (a) rental property management services; (b) strata management services; and (c) trading services. Finding a party to acquire real estate and advising on the appropriate price for real estate are both “trading services” under the Real Estate Services Act. Collecting rents or security deposits for the use of real estate is a “rental property management service” according to the Real Estate Services Act.
"Question 506: A potential borrower with an annual income of $48,000 and property taxes of $2,000.16 per annum has been told by a mortgage lender that the largest loan available will be $177,667. What is the maximum gross debt service ratio allowed by the lender given that the loan has monthly payments and is to be written at 5% per annum, compounded semi-annually and amortized over 25 years? 
(1)25% 
(2)27.5% 
(3)32% 
(4)30%","Answer: 4 Explanation: Find the maximum gross debt service ratio given the mortgage terms. Press Display 5  NOM% 5 2  P/YR 2  EFF% 5.0625 12  P/YR 12  NOM% 4.948699 177667 PV 177,667 300 N 300 0 FV 0 PMT 1,033.320129 The monthly payment is $1,033.32."
"Question 507: Mr. Smith has contracted to sell his house to Mr. Jones for $200,000. Mr. Jones has paid a deposit of $15,000, the balance in cash. Conveyancing fees are $350, taxes were prepaid by the seller, totalling $800 net for the period of July 1 to December 31, and the commission is 5%. Completion, adjustment, and possession dates are July 1. As well, Mr. Jones is NOT a foreign entity for property transfer tax purposes. Property transfer tax will be due on completion. The balance due to complete is: 
(1)$187,753.29 
(2)$187,850.00 
(3)$188,950.00 
(4)$188,150.00","Answer: 4 Explanation: Buyer’s Statement of Adjustments (Mr. Jones) ITEM DEBIT CREDIT Purchase Price 200,000.00 Deposit 15,000.00 Conveyancing Fees 350.00 Buyer's Share of Taxes 800.00 Property Transfer Tax 2,000.00 Balance Due to Complete* _________ 188,150.00 203,150.00 203,150.00 *Because the total Debits and Credits must balance, in order to find the Balance Due to Complete, you must first calculate the total Debits ($203,150.00) and then subtract the known Credits. The result is the balance due from the buyer to complete the transaction."
"Question 508: Which of the following would be classified as a current asset on the financial statements of a business? 
(1)Land 
(2)Rents receivable 
(3)Real property at its historic cost 
(4)Accounts payable","Answer: 2 Explanation: Option (2) is correct because rents receivable is the only account listed that will be classified as a current asset. A current asset is something that the company owns, that will be used up within the next year. The rent receivable account is expected to be collected within the next year. Options (1) and (3) are incorrect because land and real property are classified as fixed- or long-term assets. Option (4) is incorrect because accounts payable is classified as a current liability."
"Question 509: Bobby Buyer purchased a home in an area with landslide risks; however, at the time of purchase, Bobby’s licensee did not make any inquiries about landslide risks in the area. Three months after Bobby’s purchase, a landslide occurred three lots away from his property. There is no physical damage to Bobby’s property, but the value of the property decreased significantly. Upon a brief investigation, Bobby discovered that his neighbouring property had previously been the subject of a landslide and that there were public government reports about it. Bobby has started a claim in negligence for economic loss against his licensee for not investigating and alerting him of any landslide risks. Which of the following statements is TRUE? 
(1)Bobby will have difficulty proving that his licensee owed him a duty of care because it is not reasonably foreseeable that his licensee’s actions in the course of the sale would affect Bobby. 
(2)When assessing the standard of care, a court will need to determine whether a reasonable buyer’s agent would have made inquiries as to the landslide risk relating to the property. 
(3)Since the law of negligence only provides for compensation for physical damages, Bobby will not succeed in a negligence claim against his agent. 
(4)All of the above statements are true.","Answer: 2 Explanation: Option (2) is correct because the standard of care expected of a licensee is based on what a reasonable licensee ought to have done in all the circumstances. In this situation, a reasonable buyer’s agent would have made inquiries as to the landslide risk relating to the property given that the area was publicly known for landslide risks. Option (1) is incorrect because it is reasonably foreseeable that the actions or inactions of licensees will affect their clients. Option (3) is incorrect because negligence law may also provide compensation for non-physical damages such as economic losses. Option (4) is incorrect because Options (1) and (3) are incorrect."
"Question 510: An option to purchase the mortgaged property given by the mortgagor to the mortgagee at the time the mortgage is negotiated is: 
(1)enforceable if the mortgagor has independent legal advice. 
(2)void. 
(3)enforceable in all cases. 
(4)called the equity of redemption.","Answer: 2 Explanation: Option (2) is correct because there is a fundamental principle of mortgage law which prohibits “clogging” on “the equity of redemption”. The equity of redemption refers to a borrower’s right to repay the mortgage and, upon doing so, to redeem his or her legal title to the property free of all encumbrances. In other words, a borrower (or the mortgagor) cannot be prevented by the terms of the mortgage from eventually redeeming his or her property free from the conditions contained in the mortgage. An option to purchase a mortgaged property given by the mortgagor (the borrower) to the mortgagee (the lender) at the time the mortgage is negotiated, if exercised, would prevent the mortgagor from redeeming his or her property upon repayment, and is therefore void. Option (1) is incorrect because the prohibition against clogging does not disappear even where the mortgagor has independent legal advice. Option (3) is incorrect because a void option cannot be enforceable in any case. Option (4) is incorrect because the equity of redemption refers to a mortgagor’s right to repay the mortgage, and is not a term for an option to repurchase a mortgaged property."
